"acc","block","correct_response","count_logger","fname","response_response","response_time_response","subject_nr"
"77.6595744681","training_vowel","1","93","vowelstep7.wav","g","193","204"
"77.8947368421","training_vowel","1","94","vowelstep1.wav","a","241","204"
"78.125","training_vowel","1","95","vowelstep3.wav","a","218","204"
"78.3505154639","training_vowel","1","96","vowelstep3.wav","a","332","204"
"78.5714285714","training_vowel","1","97","vowelstep1.wav","a","456","204"
"78.7878787879","training_vowel","1","98","vowelstep1.wav","a","281","204"
"79","training_vowel","1","99","vowelstep1.wav","a","155","204"
"79.2079207921","training_vowel","1","100","vowelstep3.wav","a","194","204"
"79.4117647059","training_vowel","1","101","vowelstep7.wav","g","112","204"
"79.6116504854","training_vowel","1","102","vowelstep1.wav","a","138","204"
"79.8076923077","training_vowel","1","103","vowelstep3.wav","a","364","204"
"80","training_vowel","1","104","vowelstep3.wav","a","292","204"
"80.1886792453","training_vowel","1","105","vowelstep3.wav","a","933","204"
"80.3738317757","training_vowel","1","106","vowelstep1.wav","a","209","204"
"80.5555555556","training_vowel","1","107","vowelstep3.wav","a","319","204"
"80.7339449541","training_vowel","1","108","vowelstep1.wav","a","246","204"
"80","training_vowel","0","109","vowelstep7.wav","a","282","204"
"80.1801801802","training_vowel","1","110","vowelstep3.wav","a","132","204"
"80.3571428571","training_vowel","1","111","vowelstep1.wav","a","229","204"
"79.6460176991","training_vowel","0","112","vowelstep3.wav","g","378","204"
"79.8245614035","training_vowel","1","113","vowelstep7.wav","g","248","204"
"80","training_vowel","1","114","vowelstep1.wav","a","189","204"
"80.1724137931","training_vowel","1","115","vowelstep3.wav","a","625","204"
"80.3418803419","training_vowel","1","116","vowelstep3.wav","a","395","204"
"80.5084745763","training_vowel","1","117","vowelstep7.wav","g","122","204"
"80.6722689076","training_vowel","1","118","vowelstep3.wav","a","162","204"
"80.8333333333","training_vowel","1","119","vowelstep5.wav","g","245","204"
"80.1652892562","training_vowel","0","120","sinestep7.wav","None","6000","204"
"79.5081967213","training_vowel","0","121","sinestep7.wav","g","538","204"
"78.8617886179","training_vowel","0","122","sinestep5.wav","a","396","204"
"78.2258064516","training_vowel","0","123","sinestep3.wav","g","313","204"
"77.6","training_vowel","0","124","sinestep1.wav","g","1272","204"
"76.9841269841","training_vowel","0","125","sinestep5.wav","a","1076","204"
"76.3779527559","training_vowel","0","126","sinestep3.wav","g","1213","204"
"75.78125","training_vowel","0","127","sinestep3.wav","g","481","204"
"75.1937984496","training_vowel","0","128","sinestep3.wav","g","723","204"
"74.6153846154","training_vowel","0","129","sinestep1.wav","a","397","204"
"74.0458015267","training_vowel","0","130","sinestep7.wav","g","588","204"
"73.4848484848","training_vowel","0","131","sinestep7.wav","g","414","204"
"72.9323308271","training_vowel","0","132","sinestep7.wav","g","767","204"
"72.3880597015","training_vowel","0","133","sinestep3.wav","a","2124","204"
"71.8518518519","training_vowel","0","134","sinestep1.wav","g","204","204"
"71.3235294118","training_vowel","0","135","sinestep3.wav","g","347","204"
"70.802919708","training_vowel","0","136","sinestep3.wav","g","575","204"
"70.2898550725","training_vowel","0","137","sinestep3.wav","g","465","204"
"69.7841726619","training_vowel","0","138","sinestep3.wav","g","20","204"
"69.2857142857","training_vowel","0","139","sinestep1.wav","g","1343","204"
"68.7943262411","training_vowel","0","140","sinestep7.wav","g","1223","204"
"68.3098591549","training_vowel","0","141","sinestep5.wav","g","2528","204"
"67.8321678322","training_vowel","0","142","sinestep7.wav","g","36","204"
"67.3611111111","training_vowel","0","143","sinestep7.wav","a","154","204"
"66.8965517241","training_vowel","0","144","sinestep3.wav","g","3","204"
"66.4383561644","training_vowel","0","145","sinestep1.wav","g","274","204"
"65.9863945578","training_vowel","0","146","sinestep5.wav","g","1054","204"
"65.5405405405","training_vowel","0","147","sinestep7.wav","g","256","204"
"65.1006711409","training_vowel","0","148","sinestep3.wav","a","612","204"
"64.6666666667","training_vowel","0","149","sinestep1.wav","a","650","204"
"64.238410596","training_vowel","0","150","sinestep7.wav","g","366","204"
"63.8157894737","training_vowel","0","151","sinestep1.wav","a","308","204"
"63.3986928105","training_vowel","0","152","sinestep5.wav","a","873","204"
"62.987012987","training_vowel","0","153","sinestep5.wav","g","947","204"
"62.5806451613","training_vowel","0","154","sinestep7.wav","g","799","204"
"62.1794871795","training_vowel","0","155","sinestep3.wav","a","531","204"
"61.7834394904","training_vowel","0","156","sinestep1.wav","a","609","204"
"61.3924050633","training_vowel","0","157","sinestep1.wav","a","845","204"
"61.0062893082","training_vowel","0","158","sinestep7.wav","g","665","204"
"60.625","training_vowel","0","159","sinestep5.wav","g","939","204"
"60.248447205","training_vowel","0","160","sinestep5.wav","g","505","204"
"59.8765432099","training_vowel","0","161","sinestep5.wav","g","480","204"
"59.509202454","training_vowel","0","162","sinestep7.wav","g","524","204"
"59.1463414634","training_vowel","0","163","sinestep1.wav","a","470","204"
"58.7878787879","training_vowel","0","164","sinestep3.wav","g","486","204"
"58.4337349398","training_vowel","0","165","sinestep5.wav","g","541","204"
"58.0838323353","training_vowel","0","166","sinestep5.wav","a","794","204"
"57.7380952381","training_vowel","0","167","sinestep7.wav","g","252","204"
"57.3964497041","training_vowel","0","168","sinestep7.wav","g","472","204"
"57.0588235294","training_vowel","0","169","sinestep5.wav","g","875","204"
"56.7251461988","training_vowel","0","170","sinestep1.wav","a","421","204"
"56.3953488372","training_vowel","0","171","sinestep1.wav","a","931","204"
"56.0693641618","training_vowel","0","172","sinestep5.wav","g","414","204"
"55.7471264368","training_vowel","0","173","sinestep7.wav","g","449","204"
"55.4285714286","training_vowel","0","174","sinestep7.wav","g","276","204"
"55.1136363636","training_vowel","0","175","sinestep1.wav","a","199","204"
"54.802259887","training_vowel","0","176","sinestep5.wav","g","340","204"
"54.4943820225","training_vowel","0","177","sinestep1.wav","a","285","204"
"54.1899441341","training_vowel","0","178","sinestep5.wav","g","250","204"
"53.8888888889","training_vowel","0","179","sinestep1.wav","a","286","204"
"53.591160221","training_vowel","0","180","sinestep1.wav","a","365","204"
"53.2967032967","training_vowel","0","181","sinestep5.wav","g","539","204"
"53.0054644809","training_vowel","0","182","sinestep5.wav","a","649","204"
"52.7173913043","training_vowel","0","183","sinestep7.wav","a","669","204"
"52.4324324324","training_vowel","0","184","sinestep1.wav","a","511","204"
"52.1505376344","training_vowel","0","185","sinestep3.wav","a","632","204"
"51.871657754","training_vowel","0","186","sinestep5.wav","g","832","204"
"51.5957446809","training_vowel","0","187","sinestep3.wav","g","1003","204"
"51.3227513228","training_vowel","0","188","sinestep5.wav","g","714","204"
"51.0526315789","training_vowel","0","189","sinestep3.wav","a","792","204"
"50.7853403141","training_vowel","0","190","sinestep5.wav","g","350","204"
"50.5208333333","training_vowel","0","191","sinestep1.wav","a","573","204"
"50.2590673575","training_vowel","0","192","sinestep1.wav","g","494","204"
"50","training_vowel","0","193","sinestep1.wav","g","713","204"
"49.7435897436","training_vowel","0","194","sinestep3.wav","g","719","204"
"49.4897959184","training_vowel","0","195","sinestep5.wav","a","587","204"
"49.2385786802","training_vowel","0","196","sinestep3.wav","g","403","204"
"48.9898989899","training_vowel","0","197","sinestep3.wav","g","410","204"
"48.743718593","training_vowel","0","198","sinestep1.wav","a","649","204"
"48.5","training_vowel","0","199","sinestep3.wav","a","386","204"
"48.2587064677","training_vowel","0","200","sinestep3.wav","a","1001","204"
"48.0198019802","training_vowel","0","201","sinestep1.wav","a","730","204"
"47.7832512315","training_vowel","0","202","sinestep5.wav","g","422","204"
"47.5490196078","training_vowel","0","203","sinestep1.wav","a","204","204"
"47.3170731707","training_vowel","0","204","sinestep5.wav","g","321","204"
"47.0873786408","training_vowel","0","205","sinestep3.wav","g","459","204"
"46.8599033816","training_vowel","0","206","sinestep7.wav","g","320","204"
"46.6346153846","training_vowel","0","207","sinestep5.wav","g","274","204"
"46.4114832536","training_vowel","0","208","sinestep1.wav","a","518","204"
"46.1904761905","training_vowel","0","209","sinestep3.wav","g","150","204"
"45.971563981","training_vowel","0","210","sinestep5.wav","g","374","204"
"45.7547169811","training_vowel","0","211","sinestep7.wav","g","1752","204"
"45.5399061033","training_vowel","0","212","sinestep7.wav","g","303","204"
"45.3271028037","training_vowel","0","213","sinestep1.wav","a","193","204"
"45.1162790698","training_vowel","0","214","sinestep1.wav","a","689","204"
"44.9074074074","training_vowel","0","215","sinestep7.wav","g","1298","204"
"44.7004608295","training_vowel","0","216","sinestep7.wav","g","490","204"
"44.495412844","training_vowel","0","217","sinestep5.wav","a","502","204"
"44.2922374429","training_vowel","0","218","sinestep7.wav","g","349","204"
"44.0909090909","training_vowel","0","219","sinestep5.wav","a","172","204"
"43.8914027149","training_vowel","0","220","sinestep7.wav","g","271","204"
"43.6936936937","training_vowel","0","221","sinestep5.wav","g","2360","204"
"43.4977578475","training_vowel","0","222","sinestep3.wav","a","337","204"
"43.3035714286","training_vowel","0","223","sinestep1.wav","a","573","204"
"43.1111111111","training_vowel","0","224","sinestep5.wav","a","572","204"
"42.9203539823","training_vowel","0","225","sinestep3.wav","a","479","204"
"42.731277533","training_vowel","0","226","sinestep3.wav","a","1040","204"
"42.5438596491","training_vowel","0","227","sinestep3.wav","a","683","204"
"42.3580786026","training_vowel","0","228","sinestep7.wav","g","507","204"
"42.1739130435","training_vowel","0","229","sinestep1.wav","g","645","204"
"41.9913419913","training_vowel","0","230","sinestep5.wav","g","619","204"
"41.8103448276","training_vowel","0","231","sinestep1.wav","a","446","204"
"41.6309012876","training_vowel","0","232","sinestep7.wav","g","299","204"
"41.452991453","training_vowel","0","233","sinestep1.wav","a","490","204"
"41.2765957447","training_vowel","0","234","sinestep3.wav","a","610","204"
"41.1016949153","training_vowel","0","235","sinestep7.wav","g","496","204"
"40.9282700422","training_vowel","0","236","sinestep3.wav","a","368","204"
"40.756302521","training_vowel","0","237","sinestep7.wav","g","315","204"
"40.5857740586","training_vowel","0","238","sinestep7.wav","g","234","204"
"40.4166666667","training_vowel","0","239","sinestep3.wav","a","295","204"
