"acc","block","correct_response","count_logger","fname","response_response","response_time_response","subject_nr"
"85.1063829787","training_vowel","1","46","vowelstep7.wav","g","410","904"
"85.4166666667","training_vowel","1","47","vowelstep1.wav","a","405","904"
"85.7142857143","training_vowel","1","48","vowelstep1.wav","a","596","904"
"86","training_vowel","1","49","vowelstep7.wav","g","1595","904"
"84.3137254902","training_vowel","0","50","vowelstep3.wav","g","1028","904"
"84.6153846154","training_vowel","1","51","vowelstep1.wav","a","580","904"
"83.0188679245","training_vowel","0","52","vowelstep3.wav","g","618","904"
"83.3333333333","training_vowel","1","53","vowelstep7.wav","g","377","904"
"83.6363636364","training_vowel","1","54","vowelstep7.wav","g","310","904"
"83.9285714286","training_vowel","1","55","vowelstep5.wav","g","327","904"
"84.2105263158","training_vowel","1","56","vowelstep5.wav","g","237","904"
"84.4827586207","training_vowel","1","57","vowelstep1.wav","a","251","904"
"84.7457627119","training_vowel","1","58","vowelstep3.wav","a","333","904"
"85","training_vowel","1","59","vowelstep7.wav","g","201","904"
"85.2459016393","training_vowel","1","60","vowelstep1.wav","a","298","904"
"85.4838709677","training_vowel","1","61","vowelstep3.wav","a","1021","904"
"85.7142857143","training_vowel","1","62","vowelstep7.wav","g","90","904"
"85.9375","training_vowel","1","63","vowelstep1.wav","a","301","904"
"86.1538461538","training_vowel","1","64","vowelstep3.wav","a","336","904"
"86.3636363636","training_vowel","1","65","vowelstep5.wav","g","574","904"
"86.5671641791","training_vowel","1","66","vowelstep7.wav","g","447","904"
"86.7647058824","training_vowel","1","67","vowelstep5.wav","g","871","904"
"86.9565217391","training_vowel","1","68","vowelstep1.wav","a","475","904"
"85.7142857143","training_vowel","0","69","vowelstep3.wav","g","872","904"
"85.9154929577","training_vowel","1","70","vowelstep1.wav","a","176","904"
"86.1111111111","training_vowel","1","71","vowelstep7.wav","g","228","904"
"86.301369863","training_vowel","1","72","vowelstep1.wav","a","205","904"
"85.1351351351","training_vowel","0","73","vowelstep1.wav","g","650","904"
"84","training_vowel","0","74","vowelstep3.wav","g","991","904"
"84.2105263158","training_vowel","1","75","vowelstep3.wav","a","326","904"
"84.4155844156","training_vowel","1","76","vowelstep7.wav","g","172","904"
"84.6153846154","training_vowel","1","77","vowelstep5.wav","g","757","904"
"84.8101265823","training_vowel","1","78","vowelstep7.wav","g","241","904"
"85","training_vowel","1","79","vowelstep7.wav","g","217","904"
"85.1851851852","training_vowel","1","80","vowelstep1.wav","a","150","904"
"85.3658536585","training_vowel","1","81","vowelstep3.wav","a","285","904"
"85.5421686747","training_vowel","1","82","vowelstep3.wav","a","271","904"
"85.7142857143","training_vowel","1","83","vowelstep3.wav","a","222","904"
"85.8823529412","training_vowel","1","84","vowelstep7.wav","g","414","904"
"86.0465116279","training_vowel","1","85","vowelstep3.wav","a","1215","904"
"86.2068965517","training_vowel","1","86","vowelstep3.wav","a","377","904"
"85.2272727273","training_vowel","0","87","vowelstep5.wav","a","278","904"
"85.393258427","training_vowel","1","88","vowelstep7.wav","g","397","904"
"85.5555555556","training_vowel","1","89","vowelstep5.wav","g","442","904"
"85.7142857143","training_vowel","1","90","vowelstep7.wav","g","381","904"
"85.8695652174","training_vowel","1","91","vowelstep5.wav","g","204","904"
"86.0215053763","training_vowel","1","92","vowelstep3.wav","a","771","904"
"86.170212766","training_vowel","1","93","vowelstep7.wav","g","483","904"
"86.3157894737","training_vowel","1","94","vowelstep7.wav","g","222","904"
"86.4583333333","training_vowel","1","95","vowelstep5.wav","g","257","904"
"86.5979381443","training_vowel","1","96","vowelstep5.wav","g","209","904"
"85.7142857143","training_vowel","0","97","vowelstep3.wav","g","783","904"
"85.8585858586","training_vowel","1","98","vowelstep7.wav","g","547","904"
"86","training_vowel","1","99","vowelstep1.wav","a","173","904"
"86.1386138614","training_vowel","1","100","vowelstep5.wav","g","747","904"
"86.2745098039","training_vowel","1","101","vowelstep5.wav","g","212","904"
"85.4368932039","training_vowel","0","102","vowelstep3.wav","g","452","904"
"84.6153846154","training_vowel","0","103","vowelstep7.wav","a","1319","904"
"84.7619047619","training_vowel","1","104","vowelstep5.wav","g","223","904"
"84.9056603774","training_vowel","1","105","vowelstep1.wav","a","87","904"
"85.046728972","training_vowel","1","106","vowelstep1.wav","a","159","904"
"85.1851851852","training_vowel","1","107","vowelstep1.wav","a","219","904"
"85.3211009174","training_vowel","1","108","vowelstep1.wav","a","341","904"
"84.5454545455","training_vowel","0","109","vowelstep3.wav","g","590","904"
"84.6846846847","training_vowel","1","110","vowelstep7.wav","g","285","904"
"84.8214285714","training_vowel","1","111","vowelstep1.wav","a","248","904"
"84.9557522124","training_vowel","1","112","vowelstep3.wav","a","492","904"
"85.0877192982","training_vowel","1","113","vowelstep7.wav","g","435","904"
"84.347826087","training_vowel","0","114","vowelstep3.wav","g","1609","904"
"84.4827586207","training_vowel","1","115","vowelstep7.wav","g","537","904"
"84.6153846154","training_vowel","1","116","vowelstep1.wav","a","215","904"
"84.7457627119","training_vowel","1","117","vowelstep5.wav","g","729","904"
"84.8739495798","training_vowel","1","118","vowelstep7.wav","g","2149","904"
"85","training_vowel","1","119","vowelstep7.wav","g","220","904"
"85.1239669421","training_sine","1","120","sinestep5.wav","g","5113","904"
"84.4262295082","training_sine","0","121","sinestep5.wav","a","2621","904"
"84.5528455285","training_sine","1","122","sinestep1.wav","a","696","904"
"84.6774193548","training_sine","1","123","sinestep1.wav","a","432","904"
"84.8","training_sine","1","124","sinestep5.wav","g","616","904"
"84.126984127","training_sine","0","125","sinestep7.wav","a","4101","904"
"83.4645669291","training_sine","0","126","sinestep3.wav","g","1051","904"
"83.59375","training_sine","1","127","sinestep1.wav","a","511","904"
"83.7209302326","training_sine","1","128","sinestep5.wav","g","429","904"
"83.8461538462","training_sine","1","129","sinestep7.wav","g","3321","904"
"83.9694656489","training_sine","1","130","sinestep1.wav","a","687","904"
"83.3333333333","training_sine","0","131","sinestep3.wav","g","978","904"
"83.4586466165","training_sine","1","132","sinestep3.wav","a","1034","904"
"83.5820895522","training_sine","1","133","sinestep1.wav","a","1378","904"
"83.7037037037","training_sine","1","134","sinestep7.wav","g","1664","904"
"83.8235294118","training_sine","1","135","sinestep7.wav","g","836","904"
"83.9416058394","training_sine","1","136","sinestep5.wav","g","869","904"
"84.0579710145","training_sine","1","137","sinestep7.wav","g","728","904"
"84.1726618705","training_sine","1","138","sinestep7.wav","g","448","904"
"84.2857142857","training_sine","1","139","sinestep5.wav","g","577","904"
"84.3971631206","training_sine","1","140","sinestep3.wav","a","262","904"
"84.5070422535","training_sine","1","141","sinestep1.wav","a","1041","904"
"84.6153846154","training_sine","1","142","sinestep7.wav","g","549","904"
"84.0277777778","training_sine","0","143","sinestep5.wav","a","480","904"
"84.1379310345","training_sine","1","144","sinestep7.wav","g","1033","904"
"84.2465753425","training_sine","1","145","sinestep5.wav","g","439","904"
"84.3537414966","training_sine","1","146","sinestep5.wav","g","209","904"
"84.4594594595","training_sine","1","147","sinestep5.wav","g","746","904"
"84.5637583893","training_sine","1","148","sinestep1.wav","a","226","904"
"84.6666666667","training_sine","1","149","sinestep5.wav","g","304","904"
"84.7682119205","training_sine","1","150","sinestep3.wav","a","493","904"
"84.8684210526","training_sine","1","151","sinestep3.wav","a","330","904"
"84.9673202614","training_sine","1","152","sinestep3.wav","a","201","904"
"85.0649350649","training_sine","1","153","sinestep1.wav","a","1363","904"
"85.1612903226","training_sine","1","154","sinestep3.wav","a","286","904"
"85.2564102564","training_sine","1","155","sinestep7.wav","g","596","904"
"85.3503184713","training_sine","1","156","sinestep1.wav","a","424","904"
"85.4430379747","training_sine","1","157","sinestep1.wav","a","331","904"
"85.534591195","training_sine","1","158","sinestep5.wav","g","490","904"
"85.625","training_sine","1","159","sinestep7.wav","g","555","904"
"85.7142857143","training_sine","1","160","sinestep1.wav","a","176","904"
"85.8024691358","training_sine","1","161","sinestep1.wav","a","159","904"
"85.8895705521","training_sine","1","162","sinestep3.wav","a","1043","904"
"85.9756097561","training_sine","1","163","sinestep7.wav","g","430","904"
"86.0606060606","training_sine","1","164","sinestep5.wav","g","677","904"
"86.1445783133","training_sine","1","165","sinestep5.wav","g","180","904"
"86.2275449102","training_sine","1","166","sinestep3.wav","a","449","904"
"86.3095238095","training_sine","1","167","sinestep5.wav","g","360","904"
"86.3905325444","training_sine","1","168","sinestep1.wav","a","459","904"
"86.4705882353","training_sine","1","169","sinestep3.wav","a","1005","904"
"86.5497076023","training_sine","1","170","sinestep3.wav","a","277","904"
"86.6279069767","training_sine","1","171","sinestep1.wav","a","770","904"
"86.7052023121","training_sine","1","172","sinestep1.wav","a","161","904"
"86.2068965517","training_sine","0","173","sinestep3.wav","g","130","904"
"86.2857142857","training_sine","1","174","sinestep5.wav","g","102","904"
"86.3636363636","training_sine","1","175","sinestep1.wav","a","369","904"
"86.4406779661","training_sine","1","176","sinestep1.wav","a","534","904"
"86.5168539326","training_sine","1","177","sinestep7.wav","g","2848","904"
"86.5921787709","training_sine","1","178","sinestep7.wav","g","501","904"
"86.6666666667","training_sine","1","179","sinestep3.wav","a","1657","904"
"86.7403314917","training_sine","1","180","sinestep7.wav","g","456","904"
"86.8131868132","training_sine","1","181","sinestep5.wav","g","810","904"
"86.8852459016","training_sine","1","182","sinestep3.wav","a","236","904"
"86.9565217391","training_sine","1","183","sinestep3.wav","a","179","904"
"87.027027027","training_sine","1","184","sinestep5.wav","g","373","904"
"87.0967741935","training_sine","1","185","sinestep7.wav","g","800","904"
"87.1657754011","training_sine","1","186","sinestep3.wav","a","525","904"
"87.2340425532","training_sine","1","187","sinestep1.wav","a","1354","904"
"87.3015873016","training_sine","1","188","sinestep1.wav","a","290","904"
"87.3684210526","training_sine","1","189","sinestep1.wav","a","288","904"
"87.4345549738","training_sine","1","190","sinestep3.wav","a","1075","904"
"87.5","training_sine","1","191","sinestep5.wav","g","2217","904"
"87.5647668394","training_sine","1","192","sinestep7.wav","g","393","904"
"87.6288659794","training_sine","1","193","sinestep3.wav","a","444","904"
"87.6923076923","training_sine","1","194","sinestep5.wav","g","811","904"
"87.7551020408","training_sine","1","195","sinestep7.wav","g","458","904"
"87.8172588832","training_sine","1","196","sinestep7.wav","g","400","904"
"87.8787878788","training_sine","1","197","sinestep5.wav","g","1134","904"
"87.9396984925","training_sine","1","198","sinestep1.wav","a","784","904"
"88","training_sine","1","199","sinestep7.wav","g","606","904"
"88.0597014925","training_sine","1","200","sinestep3.wav","a","454","904"
"88.1188118812","training_sine","1","201","sinestep1.wav","a","1716","904"
"88.1773399015","training_sine","1","202","sinestep5.wav","g","1226","904"
"88.2352941176","training_sine","1","203","sinestep5.wav","g","344","904"
"88.2926829268","training_sine","1","204","sinestep7.wav","g","456","904"
"88.3495145631","training_sine","1","205","sinestep5.wav","g","379","904"
"88.4057971014","training_sine","1","206","sinestep5.wav","g","136","904"
"88.4615384615","training_sine","1","207","sinestep3.wav","a","107","904"
"88.5167464115","training_sine","1","208","sinestep7.wav","g","250","904"
"88.5714285714","training_sine","1","209","sinestep5.wav","g","530","904"
"88.6255924171","training_sine","1","210","sinestep3.wav","a","163","904"
"88.679245283","training_sine","1","211","sinestep7.wav","g","556","904"
"88.7323943662","training_sine","1","212","sinestep7.wav","g","161","904"
"88.785046729","training_sine","1","213","sinestep1.wav","a","303","904"
"88.8372093023","training_sine","1","214","sinestep1.wav","a","93","904"
"88.8888888889","training_sine","1","215","sinestep7.wav","g","109","904"
"88.9400921659","training_sine","1","216","sinestep7.wav","g","155","904"
"88.5321100917","training_sine","0","217","sinestep3.wav","g","444","904"
"88.5844748858","training_sine","1","218","sinestep3.wav","a","152","904"
"88.6363636364","training_sine","1","219","sinestep1.wav","a","395","904"
"88.6877828054","training_sine","1","220","sinestep7.wav","g","193","904"
"88.7387387387","training_sine","1","221","sinestep1.wav","a","143","904"
"88.3408071749","training_sine","0","222","sinestep3.wav","g","313","904"
"88.3928571429","training_sine","1","223","sinestep7.wav","g","220","904"
"88.4444444444","training_sine","1","224","sinestep1.wav","a","150","904"
"88.4955752212","training_sine","1","225","sinestep5.wav","g","163","904"
"88.5462555066","training_sine","1","226","sinestep3.wav","a","90","904"
"88.5964912281","training_sine","1","227","sinestep3.wav","a","230","904"
"88.6462882096","training_sine","1","228","sinestep5.wav","g","212","904"
"88.6956521739","training_sine","1","229","sinestep1.wav","a","184","904"
"88.7445887446","training_sine","1","230","sinestep3.wav","a","312","904"
"88.7931034483","training_sine","1","231","sinestep5.wav","g","509","904"
"88.8412017167","training_sine","1","232","sinestep1.wav","a","434","904"
"88.4615384615","training_sine","0","233","sinestep3.wav","g","713","904"
"88.5106382979","training_sine","1","234","sinestep3.wav","a","766","904"
"88.5593220339","training_sine","1","235","sinestep7.wav","g","128","904"
"88.6075949367","training_sine","1","236","sinestep7.wav","g","368","904"
"88.6554621849","training_sine","1","237","sinestep7.wav","g","365","904"
"88.2845188285","training_sine","0","238","sinestep5.wav","a","230","904"
"87.9166666667","training_sine","0","239","sinestep1.wav","g","158","904"
